node_id,name,scientific_name,taste,energy,post_digestive_effect,primary_dosha_balance,secondary_dosha_balance,region,properties,uses,contraindications,medicine_forms,rasa,guna,virya,vipaka,prabhava,reduces_vata,reduces_pitta,reduces_kapha,anti_inflammatory,analgesic,carminative,antimicrobial,antioxidant,hepatoprotective,anxiolytic,antipyretic,alkaloids,flavonoids,terpenoids,phenols,tannins,saponins,glycosides,lignans,sterols,coumarins,dosha_vata,dosha_pitta,dosha_kapha
934,Asthisrinkhala — Flower,Cissus quadrangularis,Astringent,Cold,Sour,Pitta,Kapha,Karnataka,Hepatoprotective,Hair care,Bleeding disorders,Vati (tablets),Astringent,"Bland,Dense",Cold,Sweet,Diaphoretic,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,-3,-1
935,Asthisrinkhala — Resin,Cissus quadrangularis,Pungent,Hot,Sweet,Kapha,Pitta,Assam,Adaptogenic,"Stress, Anxiety",Bleeding disorders,Ghrita (ghee),Pungent,Mobile,Hot,Sweet,Rejuvenative,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,-3
936,Asthisrinkhala — Latex,Cissus quadrangularis,Sour,Hot,Astringent,Kapha,Pitta,West Bengal,Expectorant,Heart health,Bleeding disorders,Taila (oil),Sour,Dense,Hot,Astringent,Demulcent,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,-1
937,Asthisrinkhala — Wild,Cissus quadrangularis,Bitter,Hot,Bitter,All,Pitta,Assam,Analgesic,Skin diseases,Pregnancy,Swarasa (juice),Bitter,"Sticky,Firm,Cold",Hot,Pungent,Diaphoretic,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,-2,-3
938,Asthisrinkhala — Rural,Cissus quadrangularis,Salty,Warm,Bitter,Kapha,Pitta,Nepal,Rejuvenative,Liver disorders,Pitta excess,Kwatha (decoction),Salty,"Cold,Heavy",Cold,Pungent,Rejuvenating,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,-2,1
939,Asthisrinkhala — Mountain,Cissus quadrangularis,Salty,Cool,Sweet,Pitta,Vata,Rajasthan,Anti-inflammatory,Female reproductive health,Cold constitution,Ghrita (ghee),Salty,"Stable,Dry",Cold,Sweet,Detoxifying,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,-2,2
940,Asthisrinkhala — Coastal,Cissus quadrangularis,Astringent,Warm,Sweet,Kapha,Vata,Nepal,Galactagogue,Arthritis,Cold constitution,Ghrita (ghee),Astringent,"Sharp,Firm,Subtle",Hot,Sweet,Carminative,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-3
941,Asthisrinkhala — Indian,Cissus quadrangularis,Mixed,Warm,Pungent,Vata,Vata,India,Expectorant,Hair care,Diarrhea,Kwatha (decoction),Pungent,"Light,Sharp,Sticky",Hot,Pungent,Carminative,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,3,-2
942,Asthisrinkhala — Himalayan,Cissus quadrangularis,Sour,Cool,Pungent,All,Kapha,Nepal,Cardiotonic,Heart health,Pregnancy,Swarasa (juice),Sour,"Light,Cloudy",Cold,Pungent,Carminative,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,-2,0
943,Asthisrinkhala — Malabar,Cissus quadrangularis,Astringent,Cold,Bitter,Kapha,All,West Bengal,Anti-inflammatory,Immunity,Pitta excess,Swarasa (juice),Astringent,Oily,Hot,Astringent,Analgesic,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,-3
944,Asthisrinkhala — Kashmir,Cissus quadrangularis,Sweet,Cool,Sour,Vata,Pitta,Assam,Rejuvenative,Female reproductive health,None,Taila (oil),Sweet,Soft,Cold,Pungent,Rejuvenating,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-3,-3,3
945,Asthisrinkhala — Kerala,Cissus quadrangularis,Pungent,Cool,Bitter,Pitta,Vata,Karnataka,Digestive stimulant,Immunity,None,Swarasa (juice),Pungent,"Light,Clear,Oily",Cold,Pungent,Aphrodisiac,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,-1,-1,0
946,Asthisrinkhala — Assam,Cissus quadrangularis,Bitter,Neutral,Bitter,Vata,Vata,Himachal Pradesh,Galactagogue,Immunity,None,Vati (tablets),Bitter,Bland,Hot,Pungent,Diaphoretic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-2
947,Karavellaka — Root,Momordica charantia,Sour,Cool,Sour,Pitta,Pitta,Karnataka,Antimicrobial,Immunity,Cold constitution,Kashaya (decoction),Sour,"Hot,Cold,Clear",Cold,Pungent,Rejuvenative,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2
948,Karavellaka — Leaf,Momordica charantia,Bitter,Warm,Sour,Kapha,All,India,Rejuvenative,Liver disorders,Bleeding disorders,Churna (powder),Bitter,Cloudy,Hot,Sweet,Demulcent,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,-3
949,Karavellaka — Stem,Momordica charantia,Mixed,Hot,Pungent,Kapha,Kapha,Sri Lanka,Galactagogue,Liver disorders,Pregnancy,Taila (oil),Bitter,"Stable,Dry,Hot",Hot,Pungent,Rejuvenative,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3,1,-3
950,Karavellaka — Bark,Momordica charantia,Astringent,Cold,Bitter,Pitta,Vata,Tamil Nadu,Adaptogenic,Liver disorders,Pregnancy,Swarasa (juice),Astringent,Oily,Hot,Sweet,Demulcent,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-2,-1
951,Karavellaka — Seed,Momordica charantia,Sour,Cool,Sour,All,Kapha,Sri Lanka,Galactagogue,Liver disorders,Diarrhea,Kwatha (decoction),Sour,"Oily,Subtle",Cold,Astringent,Galactagogue,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,-2,1
952,Karavellaka — Fruit,Momordica charantia,Sweet,Neutral,Sour,Vata,Kapha,Karnataka,Cardiotonic,Digestion,Bleeding disorders,Swarasa (juice),Sweet,"Light,Subtle,Soft",Cold,Astringent,Diaphoretic,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,-1,-2,1
953,Karavellaka — Flower,Momordica charantia,Astringent,Cold,Astringent,Pitta,Vata,Rajasthan,Analgesic,Female reproductive health,Diarrhea,Swarasa (juice),Astringent,"Bland,Smooth",Hot,Astringent,Galactagogue,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,-2,-2
954,Karavellaka — Resin,Momordica charantia,Bitter,Warm,Astringent,Vata,Pitta,Sri Lanka,Hepatoprotective,Respiratory support,Cold constitution,Vati (tablets),Bitter,"Cold,Mobile,Cloudy",Cold,Astringent,Diaphoretic,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,-3,0
955,Karavellaka — Latex,Momordica charantia,Sour,Warm,Astringent,Kapha,Kapha,Sri Lanka,Rejuvenative,"Stress, Anxiety",Pregnancy,Swarasa (juice),Sour,Rough,Cold,Astringent,Nervine tonic,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
956,Karavellaka — Wild,Momordica charantia,Mixed,Cold,Sweet,Pitta,Kapha,West Bengal,Expectorant,Female reproductive health,Pitta excess,Vati (tablets),Sour,Hot,Hot,Sweet,Rejuvenative,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,-2
957,Karavellaka — Rural,Momordica charantia,Bitter,Cold,Pungent,Pitta,Pitta,India,Cardiotonic,Heart health,Cold constitution,Kwatha (decoction),Bitter,"Cold,Firm,Soft",Hot,Pungent,Diaphoretic,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,3,-2,-2
958,Karavellaka — Mountain,Momordica charantia,Astringent,Cool,Sweet,Vata,Pitta,Kerala,Expectorant,"Stress, Anxiety",Pitta excess,Swarasa (juice),Astringent,"Mobile,Hot,Sharp",Cold,Sweet,Analgesic,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,-2,0
959,Karavellaka — Coastal,Momordica charantia,Pungent,Cool,Sour,Kapha,Pitta,Rajasthan,Anti-inflammatory,Respiratory support,Bleeding disorders,Vati (tablets),Pungent,"Subtle,Sharp,Oily",Cold,Pungent,Analgesic,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,-2
960,Karavellaka — Indian,Momordica charantia,Mixed,Cold,Pungent,Kapha,Pitta,Uttar Pradesh,Hepatoprotective,Respiratory support,None,Kwatha (decoction),Sweet,"Dry,Cold",Hot,Pungent,Galactagogue,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-2,-1
961,Karavellaka — Himalayan,Momordica charantia,Bitter,Hot,Bitter,All,Vata,Uttar Pradesh,Immunomodulatory,Digestion,Diarrhea,Churna (powder),Bitter,Liquid,Hot,Sweet,Rejuvenating,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,-2,-3
962,Karavellaka — Malabar,Momordica charantia,Astringent,Hot,Astringent,Vata,Vata,Rajasthan,Galactagogue,Digestion,Pregnancy,Kwatha (decoction),Astringent,"Bland,Subtle,Sharp",Hot,Astringent,Detoxifying,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,-2
963,Karavellaka — Kashmir,Momordica charantia,Sour,Cold,Sour,Pitta,Pitta,Sri Lanka,Analgesic,Digestion,Pregnancy,Vati (tablets),Sour,"Firm,Stable,Smooth",Hot,Astringent,Carminative,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
964,Karavellaka — Kerala,Momordica charantia,Mixed,Warm,Sour,Kapha,Kapha,Karnataka,Diuretic,Weight management,Bleeding disorders,Kwatha (decoction),Astringent,"Clear,Smooth",Hot,Sweet,Diaphoretic,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,-3
965,Karavellaka — Assam,Momordica charantia,Bitter,Neutral,Sweet,Pitta,Pitta,Rajasthan,Hepatoprotective,Heart health,Pregnancy,Kwatha (decoction),Bitter,Mobile,Hot,Sweet,Diaphoretic,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,-2,-2
966,Madhuyasti — Root,Glycyrrhiza glabra,Pungent,Neutral,Bitter,Kapha,Pitta,Assam,Galactagogue,Respiratory support,Bleeding disorders,Swarasa (juice),Pungent,"Soft,Hot,Dense",Cold,Pungent,Analgesic,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-2
967,Madhuyasti — Leaf,Glycyrrhiza glabra,Astringent,Cool,Pungent,Pitta,All,Tamil Nadu,Analgesic,Respiratory support,None,Kwatha (decoction),Astringent,"Clear,Smooth",Cold,Pungent,Carminative,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,-3,0
968,Madhuyasti — Stem,Glycyrrhiza glabra,Sour,Cold,Bitter,Kapha,Kapha,India,Rejuvenative,Digestion,Pregnancy,Swarasa (juice),Sour,"Firm,Sticky,Hot",Cold,Sweet,Detoxifying,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1
969,Madhuyasti — Bark,Glycyrrhiza glabra,Astringent,Hot,Bitter,Kapha,All,Nepal,Rejuvenative,Immunity,Diarrhea,Kashaya (decoction),Astringent,"Rough,Stable",Hot,Astringent,Nervine tonic,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,1,-3
970,Madhuyasti — Seed,Glycyrrhiza glabra,Pungent,Neutral,Bitter,Kapha,All,Uttar Pradesh,Immunomodulatory,Liver disorders,Diarrhea,Swarasa (juice),Pungent,"Cold,Stable",Cold,Sweet,Analgesic,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,-3
971,Madhuyasti — Fruit,Glycyrrhiza glabra,Pungent,Hot,Bitter,Vata,All,Assam,Diuretic,Hair care,Diarrhea,Kwatha (decoction),Pungent,"Oily,Bland",Hot,Sweet,Rejuvenating,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,3,-2
972,Madhuyasti — Flower,Glycyrrhiza glabra,Bitter,Cold,Bitter,All,Vata,Karnataka,Immunomodulatory,"Stress, Anxiety",Bleeding disorders,Swarasa (juice),Bitter,Mobile,Hot,Astringent,Detoxifying,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,-2,-3
973,Madhuyasti — Resin,Glycyrrhiza glabra,Pungent,Neutral,Bitter,Vata,Pitta,Himachal Pradesh,Rejuvenative,Liver disorders,Pitta excess,Taila (oil),Pungent,"Clear,Hot,Cold",Cold,Astringent,Nervine tonic,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,-1,0,-1
974,Madhuyasti — Latex,Glycyrrhiza glabra,Mixed,Cool,Astringent,All,All,Assam,Diuretic,Immunity,Bleeding disorders,Kashaya (decoction),Bitter,"Light,Cloudy",Cold,Astringent,Galactagogue,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-3,-2
975,Madhuyasti — Wild,Glycyrrhiza glabra,Bitter,Hot,Astringent,All,All,Uttar Pradesh,Galactagogue,Skin diseases,Pregnancy,Kwatha (decoction),Bitter,Stable,Hot,Astringent,Rejuvenative,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,-2,-3
976,Madhuyasti — Rural,Glycyrrhiza glabra,Salty,Hot,Sweet,All,Vata,Karnataka,Antimicrobial,Weight management,Diarrhea,Swarasa (juice),Salty,Subtle,Hot,Sweet,Nervine tonic,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2
977,Madhuyasti — Mountain,Glycyrrhiza glabra,Pungent,Warm,Sour,Vata,Vata,Sri Lanka,Diuretic,Liver disorders,None,Ghrita (ghee),Pungent,"Light,Bland,Clear",Hot,Sweet,Analgesic,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,-1,3,-3
978,Madhuyasti — Coastal,Glycyrrhiza glabra,Sweet,Cool,Bitter,Kapha,Kapha,India,Diuretic,Digestion,Pregnancy,Avaleha (jam),Sweet,Sticky,Cold,Pungent,Demulcent,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-2,2
979,Madhuyasti — Indian,Glycyrrhiza glabra,Bitter,Cool,Bitter,Kapha,All,Assam,Expectorant,Digestion,Pregnancy,Vati (tablets),Bitter,Soft,Cold,Astringent,Nervine tonic,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,2,-2,-2
980,Madhuyasti — Himalayan,Glycyrrhiza glabra,Sour,Warm,Pungent,All,All,Karnataka,Adaptogenic,Female reproductive health,None,Kwatha (decoction),Sour,"Sticky,Clear,Rough",Hot,Pungent,Rejuvenative,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,-1,1,-1
981,Madhuyasti — Malabar,Glycyrrhiza glabra,Sour,Cool,Sour,All,All,India,Hepatoprotective,Heart health,Pregnancy,Avaleha (jam),Sour,"Soft,Bland",Cold,Astringent,Aphrodisiac,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-2,0
982,Madhuyasti — Kashmir,Glycyrrhiza glabra,Sweet,Cool,Sour,All,Kapha,Rajasthan,Analgesic,Digestion,Pregnancy,Churna (powder),Sweet,"Rough,Subtle,Dry",Cold,Sweet,Rejuvenative,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,-1,-3,1
983,Madhuyasti — Kerala,Glycyrrhiza glabra,Pungent,Warm,Astringent,Vata,Kapha,Himachal Pradesh,Immunomodulatory,Female reproductive health,Pitta excess,Swarasa (juice),Pungent,Subtle,Cold,Astringent,Demulcent,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-3
984,Madhuyasti — Assam,Glycyrrhiza glabra,Astringent,Warm,Sweet,Pitta,Pitta,Uttar Pradesh,Galactagogue,Immunity,Cold constitution,Kwatha (decoction),Astringent,Clear,Cold,Sweet,Demulcent,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-3,0
985,Devadaru — Root,Cedrus deodara,Salty,Hot,Astringent,Vata,Kapha,Karnataka,Anti-inflammatory,Heart health,Pitta excess,Churna (powder),Salty,"Soft,Rough",Hot,Astringent,Demulcent,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-1,3,-2
986,Devadaru — Leaf,Cedrus deodara,Astringent,Cool,Sour,All,Kapha,Kerala,Rejuvenative,Liver disorders,Cold constitution,Churna (powder),Astringent,"Heavy,Stable,Smooth",Cold,Astringent,Nervine tonic,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,-3,-1
987,Devadaru — Stem,Cedrus deodara,Sweet,Cool,Sour,All,Kapha,Nepal,Immunomodulatory,Liver disorders,Pregnancy,Ghrita (ghee),Sweet,Rough,Cold,Sweet,Diaphoretic,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-3,-3,1
988,Devadaru — Bark,Cedrus deodara,Sweet,Cool,Sour,Kapha,Pitta,Nepal,Adaptogenic,"Stress, Anxiety",None,Ghrita (ghee),Sweet,"Smooth,Soft",Cold,Pungent,Analgesic,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,-1,-3,1
989,Devadaru — Seed,Cedrus deodara,Astringent,Hot,Sour,Pitta,Kapha,Rajasthan,Anti-inflammatory,Immunity,Cold constitution,Avaleha (jam),Astringent,Firm,Hot,Astringent,Nervine tonic,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,-2,-3
990,Devadaru — Fruit,Cedrus deodara,Mixed,Cold,Sour,Vata,Vata,Nepal,Analgesic,Immunity,Pregnancy,Kashaya (decoction),Bitter,"Subtle,Sticky,Stable",Hot,Sweet,Detoxifying,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-1
991,Devadaru — Flower,Cedrus deodara,Astringent,Cold,Astringent,Vata,Kapha,India,Adaptogenic,Female reproductive health,Diarrhea,Swarasa (juice),Astringent,Bland,Cold,Astringent,Demulcent,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-2,-2
992,Devadaru — Resin,Cedrus deodara,Pungent,Cool,Bitter,Kapha,All,Sri Lanka,Diuretic,Skin diseases,Pregnancy,Vati (tablets),Pungent,"Smooth,Light",Cold,Sweet,Demulcent,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,-3
993,Devadaru — Latex,Cedrus deodara,Sour,Cool,Pungent,All,Kapha,Sri Lanka,Diuretic,Weight management,None,Churna (powder),Sour,Cloudy,Cold,Pungent,Diaphoretic,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,-1,-2,0
994,Devadaru — Wild,Cedrus deodara,Sour,Cold,Astringent,All,Pitta,Uttar Pradesh,Hepatoprotective,Hair care,Pitta excess,Avaleha (jam),Sour,Heavy,Cold,Astringent,Detoxifying,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,-1,-2,1
995,Devadaru — Rural,Cedrus deodara,Astringent,Warm,Sweet,Pitta,All,Rajasthan,Adaptogenic,Hair care,Bleeding disorders,Taila (oil),Astringent,"Dense,Liquid,Smooth",Cold,Sweet,Analgesic,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,-3,1
996,Devadaru — Mountain,Cedrus deodara,Salty,Neutral,Pungent,All,Pitta,Tamil Nadu,Hepatoprotective,Arthritis,Pregnancy,Ghrita (ghee),Salty,Dense,Cold,Pungent,Rejuvenative,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,-1,-2,1
997,Devadaru — Coastal,Cedrus deodara,Mixed,Warm,Bitter,All,All,Himachal Pradesh,Galactagogue,Digestion,Bleeding disorders,Vati (tablets),Sour,Cloudy,Cold,Astringent,Analgesic,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-1,-2,0
998,Devadaru — Indian,Cedrus deodara,Sweet,Cold,Sweet,Kapha,Kapha,Sri Lanka,Diuretic,Skin diseases,Diarrhea,Churna (powder),Sweet,"Dense,Sticky",Cold,Sweet,Diaphoretic,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,-1,-2,3
999,Devadaru — Himalayan,Cedrus deodara,Salty,Cool,Sweet,Vata,Vata,West Bengal,Cardiotonic,Immunity,Pregnancy,Avaleha (jam),Salty,"Firm,Oily",Cold,Sweet,Analgesic,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,3
1000,Devadaru — Malabar,Cedrus deodara,Sweet,Hot,Bitter,Pitta,Pitta,Tamil Nadu,Cardiotonic,Heart health,Pregnancy,Taila (oil),Sweet,Dense,Hot,Sweet,Demulcent,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,-2,2
1001,Devadaru — Kashmir,Cedrus deodara,Astringent,Hot,Pungent,Vata,Kapha,West Bengal,Cardiotonic,Female reproductive health,Diarrhea,Ghrita (ghee),Astringent,"Liquid,Sticky",Hot,Pungent,Analgesic,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3
1002,Devadaru — Kerala,Cedrus deodara,Astringent,Cold,Pungent,Vata,Pitta,Uttar Pradesh,Adaptogenic,Liver disorders,None,Taila (oil),Astringent,"Hot,Heavy",Cold,Pungent,Carminative,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-3,1
1003,Devadaru — Assam,Cedrus deodara,Mixed,Neutral,Sweet,All,Kapha,Tamil Nadu,Analgesic,Heart health,None,Kashaya (decoction),Sweet,"Cloudy,Soft,Light",Cold,Sweet,Analgesic,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-2,-3,1
1004,Bala — Root,Sida cordifolia,Salty,Cold,Astringent,Pitta,Kapha,Assam,Rejuvenative,"Stress, Anxiety",Pitta excess,Churna (powder),Salty,"Subtle,Dry,Smooth",Cold,Astringent,Rejuvenative,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,3,-2,0
1005,Bala — Leaf,Sida cordifolia,Salty,Neutral,Sweet,Vata,Pitta,Rajasthan,Diuretic,Female reproductive health,Pitta excess,Swarasa (juice),Salty,"Hot,Heavy",Cold,Sweet,Analgesic,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,3
1006,Bala — Stem,Sida cordifolia,Mixed,Hot,Sour,Pitta,All,Himachal Pradesh,Anti-inflammatory,Female reproductive health,Pitta excess,Taila (oil),Bitter,"Cold,Hot,Sticky",Hot,Astringent,Rejuvenating,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,-1
1007,Bala — Bark,Sida cordifolia,Bitter,Cold,Astringent,Pitta,Pitta,Assam,Galactagogue,"Stress, Anxiety",Diarrhea,Avaleha (jam),Bitter,Oily,Cold,Astringent,Galactagogue,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,-3,1
1008,Bala — Seed,Sida cordifolia,Mixed,Hot,Astringent,Vata,All,Assam,Rejuvenative,Female reproductive health,Pitta excess,Avaleha (jam),Bitter,"Dense,Heavy",Hot,Astringent,Demulcent,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1009,Bala — Fruit,Sida cordifolia,Mixed,Hot,Pungent,Kapha,Vata,West Bengal,Antimicrobial,Weight management,Diarrhea,Swarasa (juice),Bitter,Light,Hot,Pungent,Diaphoretic,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-3
1010,Bala — Flower,Sida cordifolia,Astringent,Hot,Sweet,Pitta,All,Sri Lanka,Hepatoprotective,Digestion,None,Ghrita (ghee),Astringent,Subtle,Hot,Sweet,Detoxifying,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,3,-2,-2
1011,Bala — Resin,Sida cordifolia,Salty,Warm,Astringent,Vata,Vata,Karnataka,Digestive stimulant,Heart health,Diarrhea,Vati (tablets),Salty,"Sharp,Soft,Subtle",Hot,Astringent,Rejuvenating,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,3,0
1012,Bala — Latex,Sida cordifolia,Mixed,Neutral,Bitter,Kapha,All,Assam,Rejuvenative,Skin diseases,Pitta excess,Vati (tablets),Salty,"Cloudy,Hot,Sharp",Hot,Astringent,Rejuvenating,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,-2
1013,Bala — Wild,Sida cordifolia,Salty,Neutral,Astringent,Kapha,Pitta,Tamil Nadu,Antimicrobial,"Stress, Anxiety",Bleeding disorders,Avaleha (jam),Salty,"Dry,Soft",Cold,Astringent,Demulcent,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,2,-2,0
1014,Bala — Rural,Sida cordifolia,Astringent,Neutral,Pungent,Vata,Vata,India,Galactagogue,Weight management,Diarrhea,Ghrita (ghee),Astringent,"Rough,Oily",Cold,Pungent,Diaphoretic,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,-1,1
1015,Bala — Mountain,Sida cordifolia,Bitter,Cool,Pungent,Kapha,Pitta,Kerala,Antimicrobial,Weight management,None,Taila (oil),Bitter,"Heavy,Liquid,Clear",Cold,Pungent,Detoxifying,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,-3,-1
1016,Bala — Coastal,Sida cordifolia,Pungent,Hot,Astringent,Pitta,Vata,Kerala,Rejuvenative,Heart health,None,Kashaya (decoction),Pungent,"Cold,Clear,Sharp",Hot,Astringent,Galactagogue,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,2,-3
1017,Bala — Indian,Sida cordifolia,Mixed,Cool,Sweet,Pitta,Pitta,Uttar Pradesh,Adaptogenic,Immunity,Diarrhea,Kashaya (decoction),Sour,"Bland,Stable,Dry",Cold,Sweet,Analgesic,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,2,-2,2
1018,Bala — Himalayan,Sida cordifolia,Astringent,Cold,Bitter,Pitta,Pitta,Rajasthan,Rejuvenative,Hair care,Bleeding disorders,Avaleha (jam),Astringent,"Cold,Liquid",Cold,Astringent,Diaphoretic,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,3,-3,0
